Temperature (K),Pressure (Pa),Density (kg/m3)
303.84615384615387,992307.6923076923,1186.1317057591184
303.84615384615387,1066666.6666666665,1186.6328753285923
303.84615384615387,1141025.641025641,1187.1318254917583
303.84615384615387,1215384.6153846155,1187.6285801558492
303.84615384615387,1289743.5897435897,1188.1231628149806
303.84615384615387,1364102.564102564,1188.6155965600058
303.84615384615387,1438461.5384615385,1189.1059040880707
303.84615384615387,1512820.5128205128,1189.5941077118803
303.84615384615387,1587179.4871794872,1190.0802293686845
303.84615384615387,1661538.4615384615,1190.5642906290007
303.84615384615387,1735897.435897436,1191.046312705069
303.84615384615387,1810256.4102564103,1191.5263164590701
303.84615384615387,1884615.3846153845,1192.0043224110927
303.84615384615387,1958974.358974359,1192.4803507468735
303.84615384615387,2033333.3333333333,1192.9544213253148
303.84615384615387,2107692.307692308,1193.4265536857858
303.84615384615387,2182051.282051282,1193.8967670552126
303.84615384615387,2256410.2564102565,1194.3650803549733
303.84615384615387,2330769.230769231,1194.8315122075908
303.84615384615387,2405128.205128205,1195.296080943248
303.84615384615387,2479487.1794871795,1195.758804606115
303.84615384615387,2553846.153846154,1196.219700960504
303.84615384615387,2628205.128205128,1196.6787874968543
303.84615384615387,2702564.1025641025,1197.1360814375546
303.84615384615387,2776923.076923077,1197.59159974261
303.84615384615387,2851282.0512820515,1198.0453591151477
303.84615384615387,2925641.0256410255,1198.497376006788
303.84615384615387,3000000.0,1198.9476666228597
307.6923076923077,100000.0,4.061390981553021
307.6923076923077,174358.97435897437,7.181937572351441
307.6923076923077,248717.94871794872,10.396059687443202
307.6923076923077,323076.92307692306,13.711929623072958
307.6923076923077,397435.89743589744,17.139045042672365
307.6923076923077,471794.8717948718,20.688554818095227
307.6923076923077,546153.8461538461,24.373695887683787
307.6923076923077,620512.8205128205,28.210391176323725
307.6923076923077,694871.7948717949,32.21808768649713
307.6923076923077,769230.7692307692,36.420964342763675
307.6923076923077,843589.7435897436,40.84973090357098
307.6923076923077,917948.717948718,1169.675078147537
307.6923076923077,992307.6923076923,1170.2248280459971
307.6923076923077,1066666.6666666665,1170.7718538587476
307.6923076923077,1141025.641025641,1171.3161883439004
307.6923076923077,1215384.6153846155,1171.8578636280208
307.6923076923077,1289743.5897435897,1172.3969112229329
307.6923076923077,1364102.564102564,1172.9333620419554
307.6923076923077,1438461.5384615385,1173.4672464155906
307.6923076923077,1512820.5128205128,1173.998594106689
307.6923076923077,1587179.4871794872,1174.5274343251053
307.6923076923077,1661538.4615384615,1175.0537957418785
307.6923076923077,1735897.435897436,1175.5777065029422
307.6923076923077,1810256.4102564103,1176.099194242395
307.6923076923077,1884615.3846153845,1176.6182860953368
307.6923076923077,1958974.358974359,1177.1350087102985
307.6923076923077,2033333.3333333333,1177.649388261277
307.6923076923077,2107692.307692308,1178.1614504593867
307.6923076923077,2182051.282051282,1178.6712205641502
307.6923076923077,2256410.2564102565,1179.178723394433
307.6923076923077,2330769.230769231,1179.6839833390463
307.6923076923077,2405128.205128205,1180.1870243670187
307.6923076923077,2479487.1794871795,1180.6878700375573
307.6923076923077,2553846.153846154,1181.1865435097093
307.6923076923077,2628205.128205128,1181.6830675517283
307.6923076923077,2702564.1025641025,1182.1774645501653
307.6923076923077,2776923.076923077,1182.669756518688
307.6923076923077,2851282.0512820515,1183.1599651066408
307.6923076923077,2925641.0256410255,1183.648111607352
307.6923076923077,3000000.0,1184.1342169662032
311.53846153846155,100000.0,4.007940991407728
311.53846153846155,174358.97435897437,7.082659215198766
311.53846153846155,248717.94871794872,10.244865010055586
311.53846153846155,323076.92307692306,13.501717076762219
311.53846153846155,397435.89743589744,16.861445048847415
311.53846153846155,471794.8717948718,20.33359066845795
311.53846153846155,546153.8461538461,23.92932379703949
311.53846153846155,620512.8205128205,27.66186376668839
311.53846153846155,694871.7948717949,31.547052461157623
311.53846153846155,769230.7692307692,35.604151780060846
311.53846153846155,843589.7435897436,39.8569832191043
311.53846153846155,917948.717948718,44.335608103430715
311.53846153846155,992307.6923076923,1153.679734362366
311.53846153846155,1066666.6666666665,1154.2803954252322
311.53846153846155,1141025.641025641,1154.8777495478305
311.53846153846155,1215384.6153846155,1155.4718407980624
311.53846153846155,1289743.5897435897,1156.062712302908
311.53846153846155,1364102.564102564,1156.6504062761567
311.53846153846155,1438461.5384615385,1157.2349640450968
311.53846153846155,1512820.5128205128,1157.8164260762062
311.53846153846155,1587179.4871794872,1158.394831999892
311.53846153846155,1661538.4615384615,1158.9702206343275
311.53846153846155,1735897.435897436,1159.5426300084148
311.53846153846155,1810256.4102564103,1160.1120973839254
311.53846153846155,1884615.3846153845,1160.6786592768435
311.53846153846155,1958974.358974359,1161.2423514779541
311.53846153846155,2033333.3333333333,1161.803209072703
311.53846153846155,2107692.307692308,1162.3612664603675
311.53846153846155,2182051.282051282,1162.9165573725577
311.53846153846155,2256410.2564102565,1163.4691148910817
311.53846153846155,2330769.230769231,1164.018971465206
311.53846153846155,2405128.205128205,1164.5661589283234
311.53846153846155,2479487.1794871795,1165.1107085140668
311.53846153846155,2553846.153846154,1165.6526508718807
311.53846153846155,2628205.128205128,1166.1920160820814
311.53846153846155,2702564.1025641025,1166.7288336704182
311.53846153846155,2776923.076923077,1167.2631326221622
311.53846153846155,2851282.0512820515,1167.7949413957353
311.53846153846155,2925641.0256410255,1168.3242879359043
311.53846153846155,3000000.0,1168.8511996865534
315.38461538461536,100000.0,3.955991278339962
315.38461538461536,174358.97435897437,6.9864615882574315
315.38461538461536,248717.94871794872,10.098848315730516
315.38461538461536,323076.92307692306,13.299446482393344
315.38461538461536,397435.89743589744,16.595423316789386
315.38461538461536,471794.8717948718,19.99499894625405
315.38461538461536,546153.8461538461,23.507678391221315
315.38461538461536,620512.8205128205,27.144553880322068
315.38461538461536,694871.7948717949,30.918705443986454
315.38461538461536,769230.7692307692,34.84574191314297
315.38461538461536,843589.7435897436,38.94454761155112
315.38461538461536,917948.717948718,43.23833925925553
315.38461538461536,992307.6923076923,47.756206836068465
315.38461538461536,1066666.6666666665,52.53544038985595
315.38461538461536,1141025.641025641,1137.7205107321556
315.38461538461536,1215384.6153846155,1138.3765408830675
315.38461538461536,1289743.5897435897,1139.028565952583
315.38461538461536,1364102.564102564,1139.6766449621814
315.38461538461536,1438461.5384615385,1140.3208355403183
315.38461538461536,1512820.5128205128,1140.961193967812
315.38461538461536,1587179.4871794872,1141.5977752213503
315.38461538461536,1661538.4615384615,1142.2306330151926
315.38461538461536,1735897.435897436,1142.8598198411783
315.38461538461536,1810256.4102564103,1143.485387007111
315.38461538461536,1884615.3846153845,1144.1073846736094
315.38461538461536,1958974.358974359,1144.725861889487
315.38461538461536,2033333.3333333333,1145.340866625744
315.38461538461536,2107692.307692308,1145.9524458082312
315.38461538461536,2182051.282051282,1146.5606453490536
315.38461538461536,2256410.2564102565,1147.1655101767644
315.38461538461536,2330769.230769231,1147.7670842654136
315.38461538461536,2405128.205128205,1148.3654106625033
315.38461538461536,2479487.1794871795,1148.9605315158992
315.38461538461536,2553846.153846154,1149.55248809974
315.38461538461536,2628205.128205128,1150.1413208394
315.38461538461536,2702564.1025641025,1150.7270693355374
315.38461538461536,2776923.076923077,1151.3097723872806
315.38461538461536,2851282.0512820515,1151.8894680145727
315.38461538461536,2925641.0256410255,1152.4661934797316
315.38461538461536,3000000.0,1153.039985308242
319.2307692307692,100000.0,3.905472645047273
319.2307692307692,174358.97435897437,6.893179676888804
319.2307692307692,248717.94871794872,9.957691856101475
319.2307692307692,323076.92307692306,13.1045636525935
319.2307692307692,397435.89743589744,16.340064838849738
319.2307692307692,471794.8717948718,19.671317323163763
319.2307692307692,546153.8461538461,23.106467678219133
319.2307692307692,620512.8205128205,26.65490745728872
319.2307692307692,694871.7948717949,30.32755855171524
319.2307692307692,769230.7692307692,34.13724872668719
319.2307692307692,843589.7435897436,38.0992148285867
319.2307692307692,917948.717948718,42.23179110023825
319.2307692307692,992307.6923076923,46.557373325382905
319.2307692307692,1066666.6666666665,51.10380726907934
319.2307692307692,1141025.641025641,55.90645470164161
319.2307692307692,1215384.6153846155,1120.4538477817189
319.2307692307692,1289743.5897435897,1121.179112496849
319.2307692307692,1364102.564102564,1121.8993889189799
319.2307692307692,1438461.5384615385,1122.6147596934425
319.2307692307692,1512820.5128205128,1123.3253052720836
319.2307692307692,1587179.4871794872,1124.0311039936848
319.2307692307692,1661538.4615384615,1124.732232160616
319.2307692307692,1735897.435897436,1125.4287641119324
319.2307692307692,1810256.4102564103,1126.1207722931263
319.2307692307692,1884615.3846153845,1126.808327322711
319.2307692307692,1958974.358974359,1127.4914980558117
319.2307692307692,2033333.3333333333,1128.170351644937
319.2307692307692,2107692.307692308,1128.8449535980687
319.2307692307692,2182051.282051282,1129.5153678342265
319.2307692307692,2256410.2564102565,1130.1816567366336
319.2307692307692,2330769.230769231,1130.8438812036118
319.2307692307692,2405128.205128205,1131.502100697324
319.2307692307692,2479487.1794871795,1132.1563732904738
319.2307692307692,2553846.153846154,1132.8067557110685
319.2307692307692,2628205.128205128,1133.4533033853395
319.2307692307692,2702564.1025641025,1134.0960704789193
319.2307692307692,2776923.076923077,1134.7351099363489
319.2307692307692,2851282.0512820515,1135.3704735190115
319.2307692307692,2925641.0256410255,1136.002211841564
319.2307692307692,3000000.0,1136.6303744069317
323.0769230769231,100000.0,3.856320602635942
323.0769230769231,174358.97435897437,6.802661916753733
323.0769230769231,248717.94871794872,9.821108154821834
323.0769230769231,323076.92307692306,12.91657532207201
323.0769230769231,397435.89743589744,16.094569647003738
323.0769230769231,471794.8717948718,19.36129218489451
323.0769230769231,546153.8461538461,22.723768584295907
323.0769230769231,620512.8205128205,26.19001183892407
323.0769230769231,694871.7948717949,29.769228894514107
323.0769230769231,769230.7692307692,33.472086484781585
323.0769230769231,843589.7435897436,37.3110583767824
323.0769230769231,917948.717948718,41.30088674460086
323.0769230769231,992307.6923076923,45.45920716576694
323.0769230769231,1066666.6666666665,49.80741429195411
323.0769230769231,1141025.641025641,54.37189218163423
323.0769230769231,1215384.6153846155,59.185816659904305
323.0769230769231,1289743.5897435897,64.29189271045483
323.0769230769231,1364102.564102564,1103.1744193344675
323.0769230769231,1438461.5384615385,1103.9762339209046
323.0769230769231,1512820.5128205128,1104.7718450862399
323.0769230769231,1587179.4871794872,1105.561368220838
323.0769230769231,1661538.4615384615,1106.3449152748592
323.0769230769231,1735897.435897436,1107.1225949000318
323.0769230769231,1810256.4102564103,1107.894512583963
323.0769230769231,1884615.3846153845,1108.66077077746
323.0769230769231,1958974.358974359,1109.4214690153062
323.0769230769231,2033333.3333333333,1110.1767040309012
323.0769230769231,2107692.307692308,1110.9265698651454
323.0769230769231,2182051.282051282,1111.6711579699163
323.0769230769231,2256410.2564102565,1112.4105573064685
323.0769230769231,2330769.230769231,1113.144854439057
323.0769230769231,2405128.205128205,1113.8741336240653
323.0769230769231,2479487.1794871795,1114.5984768949045
323.0769230769231,2553846.153846154,1115.3179641429208
323.0769230769231,2628205.128205128,1116.0326731945486
323.0769230769231,2702564.1025641025,1116.742679884914
323.0769230769231,2776923.076923077,1117.448058128088
323.0769230769231,2851282.0512820515,1118.1488799841788
323.0769230769231,2925641.0256410255,1118.845215723432
323.0769230769231,3000000.0,1119.5371338875057
326.9230769230769,100000.0,3.80847492942249
326.9230769230769,174358.97435897437,6.714768655356133
326.9230769230769,248717.94871794872,9.68883590726911
326.9230769230769,323076.92307692306,12.73503957352622
326.9230769230769,397435.89743589744,15.858232202442254
326.9230769230769,471794.8717948718,19.063836637945965
326.9230769230769,546153.8461538461,22.357944599464318
326.9230769230769,620512.8205128205,25.74743834371266
326.9230769230769,694871.7948717949,29.24014238040567
326.9230769230769,769230.7692307692,32.84501484797701
326.9230769230769,843589.7435897436,36.572392008876065
326.9230769230769,917948.717948718,40.43430507897592
326.9230769230769,992307.6923076923,44.44489740079428
326.9230769230769,1066666.6666666665,48.62098376466527
326.9230769230769,1141025.641025641,52.98281596240305
326.9230769230769,1215384.6153846155,57.555155874219544
326.9230769230769,1289743.5897435897,62.368822014574214
326.9230769230769,1364102.564102564,67.46299289523614
326.9230769230769,1438461.5384615385,72.8887757755999
326.9230769230769,1512820.5128205128,1085.1218261824192
326.9230769230769,1587179.4871794872,1086.0147129764111
326.9230769230769,1661538.4615384615,1086.8997611683803
326.9230769230769,1735897.435897436,1087.777136009612
326.9230769230769,1810256.4102564103,1088.6469971617482
326.9230769230769,1884615.3846153845,1089.509498958323
326.9230769230769,1958974.358974359,1090.3647906506592
326.9230769230769,2033333.3333333333,1091.213016639273
326.9230769230769,2107692.307692308,1092.0543166918173
326.9230769230769,2182051.282051282,1092.8888261485213
326.9230769230769,2256410.2564102565,1093.7166761159883
326.9230769230769,2330769.230769231,1094.5379936501672
326.9230769230769,2405128.205128205,1095.3529019292182
326.9230769230769,2479487.1794871795,1096.1615204169623
326.9230769230769,2553846.153846154,1096.9639650175297
326.9230769230769,2628205.128205128,1097.7603482217896
326.9230769230769,2702564.1025641025,1098.5507792460874
326.9230769230769,2776923.076923077,1099.3353641637825
326.9230769230769,2851282.0512820515,1100.1142060300424
326.9230769230769,2925641.0256410255,1100.8874050003103
326.9230769230769,3000000.0,1101.655058442837
330.7692307692308,100000.0,3.761879284130584
330.7692307692308,174358.97435897437,6.629370848923597
330.7692307692308,248717.94871794872,9.560636625722934
330.7692307692308,323076.92307692306,12.559558262344632
330.7692307692308,397435.89743589744,15.63042559793961
330.7692307692308,471794.8717948718,18.777999283967755
330.7692307692308,546153.8461538461,22.00758633273076
330.7692307692308,620512.8205128205,25.325132013270608
330.7692307692308,694871.7948717949,28.737332637665503
330.7692307692308,769230.7692307692,32.251775352324366
330.7692307692308,843589.7435897436,35.877113283036174
330.7692307692308,917948.717948718,39.623287614776466
330.7692307692308,992307.6923076923,43.50181295505876
330.7692307692308,1066666.6666666665,47.5261495158331
330.7692307692308,1141025.641025641,51.71219674522398
330.7692307692308,1215384.6153846155,56.07896064767973
330.7692307692308,1289743.5897435897,60.649475849398584
330.7692307692308,1364102.564102564,65.45211234234822
330.7692307692308,1438461.5384615385,70.52248323240279
330.7692307692308,1512820.5128205128,75.90633012660285
330.7692307692308,1587179.4871794872,81.66407806328614
330.7692307692308,1661538.4615384615,1066.170248400629
330.7692307692308,1735897.435897436,1067.1731608635992
330.7692307692308,1810256.4102564103,1068.1659756751228
330.7692307692308,1884615.3846153845,1069.14893692508
330.7692307692308,1958974.358974359,1070.1222792224498
330.7692307692308,2033333.3333333333,1071.0862282048734
330.7692307692308,2107692.307692308,1072.0410010132582
330.7692307692308,2182051.282051282,1072.9868067343527
330.7692307692308,2256410.2564102565,1073.9238468138956
330.7692307692308,2330769.230769231,1074.8523154427216
330.7692307692308,2405128.205128205,1075.7723999179655
330.7692307692308,2479487.1794871795,1076.6842809813163
330.7692307692308,2553846.153846154,1077.5881331360872
330.7692307692308,2628205.128205128,1078.4841249447156
330.7692307692308,2702564.1025641025,1079.3724193081514
330.7692307692308,2776923.076923077,1080.2531737284799
330.7692307692308,2851282.0512820515,1081.1265405559968
330.7692307692308,2925641.0256410255,1081.9926672218508
330.7692307692308,3000000.0,1082.851696457282
334.61538461538464,100000.0,3.7164808649120333
334.61538461538464,174358.97435897437,6.546348948314511
334.61538461538464,248717.94871794872,9.436291858453698
334.61538461538464,323076.92307692306,12.389770925358254
334.61538461538464,397435.89743589744,15.410589222134293
334.61538461538464,471794.8717948718,18.50294051601641
334.61538461538464,546153.8461538461,21.671467617205536
334.61538461538464,620512.8205128205,24.92133242879945
334.61538461538464,694871.7948717949,28.258300699278166
334.61538461538464,769230.7692307692,31.688845433244506
334.61538461538464,843589.7435897436,35.220274238360844
334.61538461538464,917948.717948718,38.86088774622275
334.61538461538464,992307.6923076923,42.620178904151025
334.61538461538464,1066666.6666666665,46.50908680672461
334.61538461538464,1141025.641025641,50.54032448762026
334.61538461538464,1215384.6153846155,54.7288088302174
334.61538461538464,1289743.5897435897,59.09223436766761
334.61538461538464,1364102.564102564,63.65185456022612
334.61538461538464,1438461.5384615385,68.4335702574309
334.61538461538464,1512820.5128205128,73.46948712771379
334.61538461538464,1587179.4871794872,78.8002152677743
334.61538461538464,1661538.4615384615,84.47839479857466
334.61538461538464,1735897.435897436,90.57435469414776
334.61538461538464,1810256.4102564103,1046.1578709959379
334.61538461538464,1884615.3846153845,1047.2962436991386
334.61538461538464,1958974.358974359,1048.4212946274345
334.61538461538464,2033333.3333333333,1049.533398439896
334.61538461538464,2107692.307692308,1050.6329128390655
334.61538461538464,2182051.282051282,1051.720179632136
334.61538461538464,2256410.2564102565,1052.7955257076121
334.61538461538464,2330769.230769231,1053.8592639355625
334.61538461538464,2405128.205128205,1054.911693998699
334.61538461538464,2479487.1794871795,1055.9531031607114
334.61538461538464,2553846.153846154,1056.9837669775686
334.61538461538464,2628205.128205128,1058.003949956928
334.61538461538464,2702564.1025641025,1059.0139061702155
334.61538461538464,2776923.076923077,1060.0138798215028
334.61538461538464,2851282.0512820515,1061.0041057768578
334.61538461538464,2925641.0256410255,1061.9848100575068
334.61538461538464,3000000.0,1062.956210299797
338.46153846153845,100000.0,3.6722301073008845
338.46153846153845,174358.97435897437,6.465591938805231
338.46153846153845,248717.94871794872,9.31560085803395
338.46153846153845,323076.92307692306,12.225349811892741
338.46153846153845,397435.89743589744,15.198218963340548
338.46153846153845,471794.8717948718,18.237914180350902
338.46153846153845,546153.8461538461,21.34851241137816
338.46153846153845,620512.8205128205,24.53451551482536
338.46153846153845,694871.7948717949,27.800914549686627
338.46153846153845,769230.7692307692,31.153267122882102
338.46153846153845,843589.7435897436,34.59779118546426
338.46153846153845,917948.717948718,38.14147976256868
338.46153846153845,992307.6923076923,41.79224262185584
338.46153846153845,1066666.6666666665,45.55908303188886
338.46153846153845,1141025.641025641,49.45232084541255
338.46153846153845,1215384.6153846155,53.48387765477407
338.46153846153845,1289743.5897435897,57.66764650743761
338.46153846153845,1364102.564102564,62.019978973974084
338.46153846153845,1438461.5384615385,66.56033852663552
338.46153846153845,1512820.5128205128,71.31219530335278
338.46153846153845,1587179.4871794872,76.30428096577182
338.46153846153845,1661538.4615384615,81.5723981430375
338.46153846153845,1735897.435897436,87.16211668195018
338.46153846153845,1810256.4102564103,93.13295308418095
338.46153846153845,1884615.3846153845,99.56517024514382
338.46153846153845,1958974.358974359,1024.8699895292748
338.46153846153845,2033333.3333333333,1026.1791712373208
338.46153846153845,2107692.307692308,1027.4702366075312
338.46153846153845,2182051.282051282,1028.7437894297384
338.46153846153845,2256410.2564102565,1030.000401084825
338.46153846153845,2330769.230769231,1031.240612944208
338.46153846153845,2405128.205128205,1032.4649385441685
338.46153846153845,2479487.1794871795,1033.6738655604347
338.46153846153845,2553846.153846154,1034.8678576050777
338.46153846153845,2628205.128205128,1036.0473558649862
338.46153846153845,2702564.1025641025,1037.2127805987157
338.46153846153845,2776923.076923077,1038.36453250647
338.46153846153845,2851282.0512820515,1039.502993986178
338.46153846153845,2925641.0256410255,1040.6285302870704
338.46153846153845,3000000.0,1041.7414905708545
342.3076923076923,100000.0,3.6290804154945007
342.3076923076923,174358.97435897437,6.386996506652418
342.3076923076923,248717.94871794872,9.198378606665601
342.3076923076923,323076.92307692306,12.06599577832138
342.3076923076923,397435.89743589744,14.992859311300856
342.3076923076923,471794.8717948718,17.982253142416905
342.3076923076923,546153.8461538461,21.037769357841295
342.3076923076923,620512.8205128205,24.163349853841144
342.3076923076923,694871.7948717949,27.363335512633483
342.3076923076923,769230.7692307692,30.642524617597843
342.3076923076923,843589.7435897436,34.00624271960363
342.3076923076923,917948.717948718,37.46042681991796
342.3076923076923,992307.6923076923,41.01172762229738
342.3076923076923,1066666.6666666665,44.66763482659056
342.3076923076923,1141025.641025641,48.436632137183615
342.3076923076923,1215384.6153846155,52.32839106901401
342.3076923076923,1289743.5897435897,56.3540161055747
342.3076923076923,1364102.564102564,60.52635886117764
342.3076923076923,1438461.5384615385,64.86042654436173
342.3076923076923,1512820.5128205128,69.3739217554409
342.3076923076923,1587179.4871794872,74.08796915134337
342.3076923076923,1661538.4615384615,79.02811456170532
342.3076923076923,1735897.435897436,84.22573265965069
342.3076923076923,1810256.4102564103,89.72006766639589
342.3076923076923,1884615.3846153845,95.56129354596133
342.3076923076923,1958974.358974359,101.81529396143559
342.3076923076923,2033333.3333333333,108.571512582152
342.3076923076923,2107692.307692308,1002.0101554819738
342.3076923076923,2182051.282051282,1003.5415415048252
342.3076923076923,2256410.2564102565,1005.0472915216063
342.3076923076923,2330769.230769231,1006.5284422037129
342.3076923076923,2405128.205128205,1007.9859627932065
342.3076923076923,2479487.1794871795,1009.4207611209973
342.3076923076923,2553846.153846154,1010.833688948614
342.3076923076923,2628205.128205128,1012.2255467244299
342.3076923076923,2702564.1025641025,1013.5970878310941
342.3076923076923,2776923.076923077,1014.9490223893
342.3076923076923,2851282.0512820515,1016.2820206734162
342.3076923076923,2925641.0256410255,1017.596716186395
342.3076923076923,3000000.0,1018.8937084347552
346.1538461538462,100000.0,3.586987922352027
346.1538461538462,174358.97435897437,6.310466311212434
346.1538461538462,248717.94871794872,9.084454129187135
346.1538461538462,323076.92307692306,11.91143485771906
346.1538461538462,397435.89743589744,14.794096902484334
346.1538461538462,471794.8717948718,17.7353577476382
346.1538461538462,546153.8461538461,20.738391883783418
346.1538461538462,620512.8205128205,23.80666325492317
346.1538461538462,694871.7948717949,26.94396314987925
346.1538461538462,769230.7692307692,30.15445469606106
346.1538461538462,843589.7435897436,33.44272541586503
346.1538461538462,917948.717948718,36.81384970323955
346.1538461538462,992307.6923076923,40.27346360524629
346.1538461538462,1066666.6666666665,43.82785500119832
346.1538461538462,1141025.641025641,47.48407323345902
346.1538461538462,1215384.6153846155,51.25006356746806
346.1538461538462,1289743.5897435897,55.13483370654878
346.1538461538462,1364102.564102564,59.14866220814766
346.1538461538462,1438461.5384615385,63.30336243040131
346.1538461538462,1512820.5128205128,67.61262120064697
346.1538461538462,1587179.4871794872,72.09243975386806
346.1538461538462,1661538.4615384615,76.76171734284297
346.1538461538462,1735897.435897436,81.64303822774579
346.1538461538462,1810256.4102564103,86.76375581772747
346.1538461538462,1884615.3846153845,92.157523477951
346.1538461538462,1958974.358974359,97.86651933751938
346.1538461538462,2033333.3333333333,103.94479239405291
346.1538461538462,2107692.307692308,110.4635074134296
346.1538461538462,2182051.282051282,117.51959575404143
346.1538461538462,2256410.2564102565,125.25097417907617
346.1538461538462,2330769.230769231,978.9800854079392
346.1538461538462,2405128.205128205,980.7747137031873
346.1538461538462,2479487.1794871795,982.5329816097925
346.1538461538462,2553846.153846154,984.2566698655826
346.1538461538462,2628205.128205128,985.9474196127504
346.1538461538462,2702564.1025641025,987.6067472982295
346.1538461538462,2776923.076923077,989.2360575861844
346.1538461538462,2851282.0512820515,990.8366545975608
346.1538461538462,2925641.0256410255,992.4097517342974
346.1538461538462,3000000.0,993.9564803002327
350.0,100000.0,3.5459112742839527
350.0,174358.97435897437,6.235911345777429
350.0,248717.94871794872,8.973669040787655
350.0,323076.92307692306,11.761415365137434
350.0,397435.89743589744,14.601555181432188
350.0,471794.8717948718,17.496686466909836
350.0,546153.8461538461,20.449622388912054
350.0,620512.8205128205,23.4634167175219
350.0,694871.7948717949,26.541393211879747
350.0,769230.7692307692,29.68717976509712
350.0,843589.7435897436,32.90474828246162
350.0,917948.717948718,36.19846151232657
350.0,992307.6923076923,39.57312836743247
350.0,1066666.6666666665,43.034069692565836
350.0,1141025.641025641,46.58719698940656
350.0,1215384.6153846155,50.23910735412616
350.0,1289743.5897435897,53.99719889477845
350.0,1364102.564102564,57.869812287414646
350.0,1438461.5384615385,61.86640607274508
350.0,1512820.5128205128,65.99777604985456
350.0,1587179.4871794872,70.27633309678457
350.0,1661538.4615384615,74.71645958859908
350.0,1735897.435897436,79.33497335254478
350.0,1810256.4102564103,84.15174157914129
350.0,1884615.3846153845,89.19050838489834
350.0,1958974.358974359,94.48003433487858
350.0,2033333.3333333333,100.0557045167062
350.0,2107692.307692308,105.96186390019992
350.0,2182051.282051282,112.25532630884176
350.0,2256410.2564102565,119.01086762054581
350.0,2330769.230769231,126.33027079455313
350.0,2405128.205128205,134.35820140950474
350.0,2479487.1794871795,951.8751630430173
350.0,2553846.153846154,954.0808262038537
350.0,2628205.128205128,956.2287292321372
350.0,2702564.1025641025,958.3225256164349
350.0,2776923.076923077,960.3655027487649
350.0,2851282.0512820515,962.3606312693149
350.0,2925641.0256410255,964.3106061853857
350.0,3000000.0,966.2178813787704
353.84615384615387,100000.0,3.505811437829635
353.84615384615387,174358.97435897437,6.163247373593283
353.84615384615387,248717.94871794872,8.86587628834681
353.84615384615387,323076.92307692306,11.615705433558592
353.84615384615387,397435.89743589744,14.414889938085484
353.84615384615387,471794.8717948718,17.26574821831958
353.84615384615387,546153.8461538461,20.170779502193536
353.84615384615387,620512.8205128205,23.132683831426455
353.84615384615387,694871.7948717949,26.154384982872568
353.84615384615387,769230.7692307692,29.239056845428905
353.84615384615387,843589.7435897436,32.390153909258466
353.84615384615387,917948.717948718,35.61144667658199
353.84615384615387,992307.6923076923,38.90706299809685
353.84615384615387,1066666.6666666665,42.28153658999969
353.84615384615387,1141025.641025641,45.73986431264512
353.84615384615387,1215384.6153846155,49.28757421960365
353.84615384615387,1289743.5897435897,52.930806952735985
353.84615384615387,1364102.564102564,56.676413818435215
353.84615384615387,1438461.5384615385,60.53207591007429
353.84615384615387,1512820.5128205128,64.50645005631056
353.84615384615387,1587179.4871794872,68.60934934549846
353.84615384615387,1661538.4615384615,72.85196876414244
353.84615384615387,1735897.435897436,77.24717049814596
353.84615384615387,1810256.4102564103,81.80984932502481
353.84615384615387,1884615.3846153845,86.55740732435719
353.84615384615387,1958974.358974359,91.51038061091005
353.84615384615387,2033333.3333333333,96.69328198179564
353.84615384615387,2107692.307692308,102.1357576737053
353.84615384615387,2182051.282051282,107.87421387714382
353.84615384615387,2256410.2564102565,113.95416869549608
353.84615384615387,2330769.230769231,120.43376757410807
353.84615384615387,2405128.205128205,127.38925106242633
353.84615384615387,2479487.1794871795,134.9238845457568
353.84615384615387,2553846.153846154,143.18346549239183
353.84615384615387,2628205.128205128,152.3854920403482
353.84615384615387,2702564.1025641025,924.0221556257744
353.84615384615387,2776923.076923077,926.7614237723752
353.84615384615387,2851282.0512820515,929.4071946249097
353.84615384615387,2925641.0256410255,931.9671077417435
353.84615384615387,3000000.0,934.4478295858647
357.6923076923077,100000.0,3.4666515252209424
357.6923076923077,174358.97435897437,6.092395428056641
357.6923076923077,248717.94871794872,8.760939053096234
357.6923076923077,323076.92307692306,11.474090900350877
357.6923076923077,397435.89743589744,14.233785542245224
357.6923076923077,471794.8717948718,17.04209599476406
357.6923076923077,546153.8461538461,19.90124768109153
357.6923076923077,620512.8205128205,22.81363424462328
357.6923076923077,694871.7948717949,25.78183551855365
357.6923076923077,769230.7692307692,28.8086380212688
357.6923076923077,843589.7435897436,31.897058423693977
357.6923076923077,917948.717948718,35.0503705307261
357.6923076923077,992307.6923076923,38.272136439465335
357.6923076923077,1066666.6666666665,41.56624268952649
357.6923076923077,1141025.641025641,44.936942415219704
357.6923076923077,1215384.6153846155,48.38890475938477
357.6923076923077,1289743.5897435897,51.92727313276732
357.6923076923077,1364102.564102564,55.55773432692663
357.6923076923077,1438461.5384615385,59.28660104918135
357.6923076923077,1512820.5128205128,63.120911196918854
357.6923076923077,1587179.4871794872,67.06854820067446
357.6923076923077,1661538.4615384615,71.13838815063285
357.6923076923077,1735897.435897436,75.34048134340885
357.6923076923077,1810256.4102564103,79.6862785935448
357.6923076923077,1884615.3846153845,84.18891653127666
357.6923076923077,1958974.358974359,88.86358176153516
357.6923076923077,2033333.3333333333,93.72798217003853
